Series Name,Series Code,Time,Time Code,India [IND],United States [USA],China [CHN],Japan [JPN],Germany [DEU],Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czechia [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Eswatini [SWZ],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People's Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],North Macedonia [MKD],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkiye [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United Kingdom [GBR],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [PSE],"Yemen, Rep. [YEM]",Zambia [ZMB],Zimbabwe [ZWE]
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2000,YR2000,4.32479000091553,..,..,3.46011996269226,..,..,3.4301700592041,..,..,..,2.60753011703491,..,4.58030986785889,2.77273011207581,4.71468019485474,4.88731002807617,5.58880996704102,3.85399007797241,2.23284006118774,..,2.12508010864258,4.71585988998413,6.19661998748779,..,5.02842998504639,2.11366009712219,..,5.78675985336304,..,..,..,3.94893002510071,..,3.70590996742249,..,..,2.64547991752625,..,1.66681003570557,1.70284998416901,5.42331981658936,..,1.61265003681183,2.64670991897583,..,3.77583003044128,3.5112099647522,..,..,..,4.66695022583008,2.40031003952026,..,7.70481014251709,..,4.98954010009766,3.64034008979797,8.08434009552002,9.65999984741211,..,1.88829004764557,1.15093004703522,..,2.83868002891541,..,..,5.33945989608765,5.50848007202148,3.98310995101929,..,5.87773990631104,5.70930004119873,..,..,3.82709002494812,1.46587002277374,2.18105006217957,..,..,3.23019003868103,..,..,..,..,2.59340000152588,..,8.48414993286133,..,..,..,4.86840009689331,6.4314398765564,..,4.03064012527466,..,4.13225984573364,..,6.11282014846802,4.29107999801636,4.98346996307373,..,3.25661993026733,5.1867299079895,11.1858701705933,..,..,..,..,3.50838994979858,1.50369000434875,5.27427005767822,..,10.0915498733521,..,..,..,..,..,3.31438994407654,2.4386899471283,5.24797010421753,5.9716100692749,..,2.97156000137329,..,..,..,3.76910996437073,3.99243998527527,6.70687007904053,4.48639011383057,1.25536000728607,5.55037021636963,..,..,..,..,6.901780128479,..,2.9751501083374,4.58512020111084,..,..,3.00160002708435,2.5650200843811,..,..,..,6.46726989746094,3.20023989677429,1.83782005310059,8.01797962188721,4.75968980789185,..,4.2302098274231,3.22802996635437,3.16440010070801,4.9839301109314,5.16384983062744,..,3.72598004341125,2.86862993240356,2.93979001045227,3.43635988235474,3.58293008804321,..,..,5.90982007980347,2.46335005760193,..,..,4.94936990737915,3.32130002975464,..,3.86468005180359,..,..,..,4.90881013870239,..,4.16604995727539,..,4.74038982391357,..,..,7.91378021240234,1.01217997074127,..,6.740149974823,4.64836978912354,..,2.32871007919312,..,5.25345993041992,..,3.92090010643005,4.87807989120483,2.75565004348755,6.20196008682251,2.51688003540039,..,4.71883010864258,..,2.461669921875,4.02293014526367,..,4.0231499671936,2.42254996299744,..,7.0036301612854,..,..,..,..,9.64552021026611,1.78819000720978,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2001,YR2001,..,..,..,3.40082001686096,..,..,3.45869994163513,..,..,..,..,..,4.833740234375,2.46943998336792,4.73986005783081,..,5.57547998428345,3.50342011451721,..,..,2.17193007469177,6.05536985397339,..,..,5.79692983627319,2.36509990692139,..,5.91572999954224,..,..,..,3.84468007087708,2.90476989746094,..,3.38423991203308,..,2.90390992164612,..,1.72221994400024,2.29733991622925,4.95303010940552,..,..,2.42614006996155,..,..,3.70867991447449,..,..,..,4.83202981948853,2.44477009773254,..,8.3580904006958,..,5.11552000045776,3.73283004760742,8.21545028686523,7.80542993545532,..,1.96782994270325,..,..,..,..,4.04716014862061,5.22845983505249,4.83824014663696,3.7002899646759,..,5.6431097984314,5.84025001525879,..,..,..,1.15810000896454,2.13750004768372,5.35444021224976,..,3.36457991600037,..,..,..,..,2.08190989494324,..,8.39729976654053,..,..,3.90370011329651,4.9310097694397,6.70592021942139,2.46003007888794,4.07168006896973,..,4.08749008178711,..,6.3739800453186,4.65009021759033,5.38103008270264,..,..,5.20621013641357,11.9881200790405,..,..,..,6.5858302116394,3.85418009757996,1.9902800321579,5.44695997238159,2.84148001670837,9.36505031585693,..,..,..,5.84758996963501,3.53973007202148,2.71446990966797,2.707200050354,4.50897979736328,7.48446989059448,..,2.65844988822937,..,..,2.10683989524841,3.11486005783081,4.24104022979736,..,4.84684991836548,..,..,..,..,..,..,6.88886976242065,..,3.70837998390198,4.69964981079102,..,6.56049013137817,..,2.27981996536255,..,..,..,6.83062982559204,4.02031993865967,..,7.707200050354,4.10587978363037,..,3.83357000350952,3.03712010383606,2.92463994026184,5.31902980804443,5.33713006973267,..,3.20019006729126,3.26628994941711,3.10601997375488,4.82785987854004,3.82628989219666,..,..,7.71887016296387,2.47150993347168,..,..,3.43271994590759,3.54249000549316,..,3.93569993972778,5.7568302154541,..,..,4.63617992401123,..,4.1112699508667,..,4.42154979705811,5.70733022689819,..,..,..,..,6.61764001846313,4.81137990951538,4.54640007019043,2.37659001350403,..,4.81787014007568,..,3.76704001426697,4.47756004333496,3.06528997421265,6.20184993743896,2.63461995124817,..,4.84300994873047,..,..,4.52568006515503,..,4.10855007171631,2.80096006393433,..,8.95114994049072,..,..,..,..,9.23766040802002,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2002,YR2002,..,..,..,3.40898990631104,..,..,3.11779999732971,..,..,1.65971004962921,..,3.39525008201599,4.01734018325806,2.13504004478455,4.92364978790283,..,5.52213001251221,3.15445995330811,..,..,2.01714992523193,5.88062000274658,..,..,..,2.15949010848999,..,..,..,..,..,3.75037002563477,..,..,3.38608002662659,..,3.00493001937866,7.87682008743286,1.71121001243591,..,4.99308013916016,..,1.5195699930191,..,..,4.08121013641357,4.26812982559204,2.25841999053955,..,3.20831990242004,5.15044021606445,2.81048011779785,3.78326988220215,9.57116985321045,..,5.58166980743408,3.95878005027771,8.2130298614502,8.44760036468506,..,1.9140100479126,..,..,3.242840051651,..,3.52390003204346,5.43460988998413,4.44086980819702,3.63245010375977,..,6.27586984634399,6.01677989959717,..,..,..,1.44291996955872,2.23501992225647,..,..,3.42430996894836,..,..,..,..,2.59386992454529,..,8.36553955078125,..,..,4.01554012298584,5.17923021316528,7.29892015457153,2.64568996429443,4.48487997055054,..,4.10487985610962,..,6.46506023406982,4.43240976333618,5.37522983551025,..,3.02970004081726,6.17199993133545,..,..,..,..,6.551109790802,4.44545984268188,2.82522010803223,5.60254001617432,2.55271005630493,10.1004495620728,..,..,..,5.80007982254028,..,2.84295988082886,2.23179006576538,..,7.65792989730835,5.79186010360718,2.8962299823761,4.14305019378662,8.20897960662842,2.27714991569519,3.06089997291565,4.45495986938477,..,5.4979100227356,..,7.21078014373779,..,..,..,..,6.7423300743103,..,3.15283989906311,4.80590009689331,..,6.40699005126953,2.39101004600525,2.40134000778198,..,3.30014991760254,..,7.43729019165039,4.32506990432739,..,7.5219898223877,4.19163990020752,..,3.40773010253906,2.82056999206543,2.89222002029419,5.38735008239746,5.25871992111206,..,3.84656000137329,3.5041298866272,3.83502006530762,..,3.84138989448547,..,2.72058010101318,7.63688993453979,2.59441995620728,..,5.19332981109619,3.54527997970581,3.87853002548218,..,4.24539995193481,5.67286014556885,..,..,4.54569005966187,..,4.13457012176514,..,3.92051005363464,..,..,7.80195999145508,1.16425001621246,..,6.92434978485107,5.16421985626221,5.26984977722168,2.77578997612,..,3.86491990089417,..,3.48744988441467,3.79500007629395,3.54300999641418,5.79006004333496,2.72806000709534,..,5.06913995742798,..,..,5.24006986618042,..,4.6285400390625,2.32220005989075,..,8.13197994232178,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2003,YR2003,3.61340999603271,..,..,3.46662998199463,..,..,3.13823008537292,..,..,..,..,..,3.53504991531372,2.1450400352478,..,..,5.36183023452759,3.2861499786377,..,..,2.06939005851746,6.24569988250732,..,..,5.24820995330811,2.28315997123718,1.6662700176239,..,..,..,..,..,..,..,3.99845004081726,..,..,..,..,2.82259011268616,..,..,1.53980004787445,..,..,3.96345996856689,4.32513999938965,..,..,2.8361599445343,5.13373994827271,2.86437010765076,3.83135008811951,9.9408597946167,..,6.6702299118042,4.11728000640869,8.12193012237549,8.88984966278076,..,1.84465003013611,..,4.94563007354736,3.13467001914978,..,..,5.27309989929199,5.81677007675171,..,..,..,6.16743993759155,..,..,..,1.36337995529175,2.06559991836548,..,..,3.42933988571167,..,3.92673993110657,..,..,2.37102007865906,..,6.95590019226074,..,..,4.28529977798462,5.79115009307861,7.24507999420166,3.21799993515015,4.36322021484375,..,4.20493984222412,..,6.34549999237061,4.54179000854492,4.25684976577759,..,..,6.49426984786987,..,..,..,..,..,4.47541999816895,..,5.05714988708496,..,13.2195701599121,..,..,2.46013998985291,5.11418008804321,..,2.78016996383667,2.61094999313354,3.21566009521484,7.50288009643555,5.32406997680664,3.80559992790222,..,11.8198003768921,2.36501002311707,4.41583013534546,5.07257986068726,..,5.42489004135132,..,..,..,..,..,..,6.13713979721069,..,3.11435008049011,5.0404200553894,..,6.43753004074097,2.42200994491577,1.93705999851227,..,..,..,7.41635990142822,3.89699006080627,..,..,4.16870021820068,..,3.3827600479126,2.93779993057251,2.93517994880676,5.32449007034302,5.28152990341187,..,3.37393999099731,3.54397010803223,3.67853999137878,..,..,..,3.24692988395691,7.10509014129639,2.75125002861023,..,5.37492990493774,3.26061010360718,3.98194003105164,..,4.20956993103027,5.70333003997803,..,..,4.35209989547729,..,4.1734299659729,..,3.79099011421204,3.53449010848999,..,8.63780975341797,..,..,6.79142999649048,5.36935997009277,6.48084020614624,2.42078995704651,..,3.72561001777649,..,3.32609009742737,4.15951013565063,3.13660001754761,6.81675004959106,2.85131001472473,..,4.72877979278564,..,..,5.4001898765564,..,4.80573987960815,2.0682098865509,..,8.44151020050049,..,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2004,YR2004,3.35254001617432,..,..,3.42611002922058,..,..,3.22751998901367,..,..,1.54411995410919,..,..,3.48652005195618,2.48673009872437,4.40848016738892,..,5.30243015289307,3.44770002365112,..,..,1.94014000892639,6.02428007125854,5.7122597694397,..,5.3358998298645,2.56690001487732,1.77587997913361,6.60906982421875,..,..,..,3.97447991371155,..,..,2.31995010375977,..,3.74496006965637,7.47664022445679,1.71982002258301,2.79530000686646,..,..,1.6245299577713,1.59294998645782,..,3.53838992118835,4.07934999465942,..,..,2.28813004493713,4.89062976837158,2.91176009178162,3.78584003448486,10.2682304382324,..,6.11772012710571,3.99238991737366,8.2076301574707,9.26467037200928,..,..,..,4.67072010040283,..,..,3.14896988868713,4.87674999237061,5.40160989761353,..,..,6.20915985107422,6.15757989883423,..,..,..,0.622470021247864,2.91420006752014,7.53558015823364,..,3.66719007492065,..,..,..,..,2.21000003814697,..,5.51293992996216,..,..,4.5589599609375,5.32658004760742,7.16118001937866,2.74847006797791,4.29662990570068,..,4.48296022415161,..,5.94027996063232,4.38520002365112,3.91254997253418,..,2.25590991973877,6.79692983627319,..,..,..,..,5.53506994247437,4.62243986129761,2.41300010681152,4.83406019210815,2.64094996452332,11.1090097427368,..,..,2.43333005905151,5.17428016662598,..,2.23348999023438,2.81261992454529,..,5.92389011383057,4.66160011291504,3.85922002792358,4.43492984771729,..,1.9507999420166,4.31306982040405,4.72670984268188,..,6.77103996276855,1.2438600063324,4.32572984695435,..,..,3.32669997215271,..,..,..,3.17194008827209,5.06297016143799,..,6.51203012466431,..,..,..,..,..,7.2982702255249,4.02835988998413,1.76759004592896,..,3.5786600112915,..,2.86989998817444,2.95787000656128,2.46983003616333,5.35557985305786,5.04638004302979,..,3.46258997917175,3.31273007392883,3.54786992073059,..,..,..,3.23470997810364,6.2774600982666,3.07778000831604,..,..,3.10713005065918,3.65276002883911,..,4.10157012939453,5.64425992965698,..,..,4.50897979736328,..,4.15785980224609,..,3.9713499546051,3.43646001815796,..,..,1.31254994869232,..,6.66310977935791,5.29307985305786,5.37147998809814,2.77203011512756,3.56122994422913,4.03088998794556,..,3.10963010787964,3.91376996040344,..,6.72078990936279,2.98998999595642,..,..,..,4.95237016677856,5.12376022338867,..,4.72940015792847,2.49954009056091,..,..,..,..,..,..,..,2.46342992782593,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2005,YR2005,3.18875002861023,..,2.39000010490417,3.31493997573853,..,2.5699999332428,3.28154993057251,..,..,1.64497005939484,2.12011003494263,..,3.86000990867615,2.71202993392944,4.68132019042969,4.89851999282837,5.24937009811401,2.97462010383606,2.28999996185303,3.32999992370605,..,5.66965007781982,5.8710298538208,5.79585981369019,..,2.6566801071167,1.98877000808716,7.28714990615845,..,..,10.6785898208618,4.47908020019531,3.04632997512817,..,4.10879993438721,3.94113993644714,3.632159948349,..,..,2.65651988983154,4.76588010787964,..,1.65222001075745,1.69476997852325,..,3.26283001899719,4.02098989486694,..,..,1.6810200214386,..,2.91944003105164,..,10.5577802658081,..,6.28667020797729,3.86591005325317,8.08557033538818,8.36588954925537,..,..,..,4.79442977905273,3.17785000801086,..,..,4.81026983261108,6.48462009429932,..,..,5.16705989837646,6.02507019042969,..,..,..,0.691879987716675,2.48431992530823,7.42208003997803,..,3.96395993232727,..,..,..,..,1.84906005859375,..,8.13973045349121,..,..,4.13463020324707,5.31888008117676,7.33843994140625,2.8728199005127,4.05650997161865,..,4.51898002624512,..,5.75459003448486,4.23829984664917,4.61641979217529,4.92000007629395,2.26353001594543,7.3356499671936,..,..,..,..,4.73833990097046,4.87383985519409,2.4140899181366,..,2.64618992805481,12.0796604156494,..,..,..,4.87839984893799,..,2.2778799533844,3.3096399307251,..,..,5.0168399810791,3.52218008041382,..,..,..,4.07819986343384,4.84568977355957,..,7.16270017623901,..,..,..,..,4.00578022003174,..,..,..,3.3646399974823,5.10939979553223,..,6.27896022796631,..,..,..,..,..,6.86506986618042,3.51721000671387,2.04972004890442,..,..,..,..,2.83903002738953,2.32806992530823,5.42574977874756,5.07394981384277,..,3.97187995910645,3.50039005279541,3.77192997932434,..,..,..,4.85645008087158,5.43092012405396,4.06443023681641,..,..,2.7969799041748,3.19596004486084,..,3.75995993614197,5.60408020019531,..,..,4.52449989318848,..,4.14432001113892,2.25999999046326,3.83144998550415,4.23895978927612,..,6.35080003738403,1.17842996120453,..,6.5064001083374,5.05740022659302,..,3.51213002204895,3.54625010490417,3.93859004974365,..,3.15978002548218,..,..,6.4515700340271,..,..,2.54099988937378,..,2.90000009536743,5.84819984436035,..,4.92918014526367,2.71475005149841,..,..,..,..,..,..,..,1.73553001880646,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2006,YR2006,3.14284992218018,..,2.44000005722046,3.27667999267578,4.2939600944519,2.90000009536743,3.1914598941803,4.61999988555908,14.7170495986938,2.24489998817444,2.28146004676819,..,4.12821006774902,2.71577000617981,..,4.74065017700195,5.22652006149292,2.55552005767822,..,2.87440991401672,2.13128995895386,..,6.07696008682251,..,..,2.56340003013611,..,..,..,..,..,4.87060022354126,3.51480007171631,..,3.90346002578735,3.98218989372253,..,6.52960014343262,..,2.53991007804871,..,..,1.41506004333496,..,..,3.02152991294861,3.91671991348267,..,..,..,4.61613988876343,2.8199999332428,..,9.05716991424561,..,6.3302698135376,4.1955099105835,7.72990989685059,8.27877998352051,..,..,..,4.00178003311157,3.49298000335693,..,2.12700009346008,..,6.55475997924805,5.49096012115479,..,5.6553201675415,5.92838001251221,..,..,..,0.751630008220673,3.00364995002747,5.25982999801636,..,..,..,..,..,3.03285002708435,..,..,3.11891007423401,..,..,3.84278988838196,5.28811979293823,7.19521999359131,..,4.28998994827271,..,4.54742002487183,..,5.75635004043579,4.52545022964478,..,4.65999984741211,2.62678003311157,7.04983997344971,..,..,..,..,3.75997996330261,5.54986000061035,2.95879006385803,4.68466997146606,2.77975988388062,11.2712802886963,..,..,2.05380988121033,4.82572984695435,..,2.19386005401611,2.83097004890442,..,4.48576021194458,4.64523983001709,..,..,..,1.95851004123688,3.69751000404358,4.69992017745972,..,7.49899005889893,..,..,..,..,3.87146997451782,..,6.03171014785767,..,3.60536003112793,5.04402017593384,..,5.95276021957397,..,2.55852007865906,..,..,..,6.3827600479126,3.85933995246887,2.39550995826721,..,..,..,..,2.65281009674072,2.42579007148743,5.20765018463135,4.90767002105713,..,..,4.30650997161865,3.86626005172729,..,..,..,4.27118015289307,5.89117002487183,3.82137989997864,..,4.77012014389038,..,2.85911989212036,..,3.70770001411438,5.59066009521484,..,..,4.52651977539063,..,4.1848201751709,2.32999992370605,4.05927991867065,4.69669008255005,..,..,1.55353999137878,..,6.36429023742676,4.81757020950317,5.27965021133423,3.40350008010864,3.00991988182068,4.05038022994995,..,3.43500995635986,..,..,6.43879985809326,2.72806000709534,..,..,..,2.50999999046326,5.97945976257324,..,4.97325992584229,2.88025999069214,..,..,3.66905999183655,..,..,..,..,..,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2007,YR2007,..,..,2.70000004768372,3.27934002876282,4.36679983139038,2.84999990463257,3.27592992782593,4.96000003814697,..,2.10469007492065,2.92000007629395,..,4.46260023117065,3.01893997192383,4.81504011154175,4.65621995925903,5.14690017700195,2.5492799282074,2.73000001907349,2.57500004768372,2.20221996307373,5.22038984298706,5.15210008621216,..,..,2.36331009864807,..,..,..,..,8.85149002075195,4.97425985336304,3.04366993904114,..,3.68264007568359,4.07983016967773,..,5.40754985809326,1.59930002689362,2.87815999984741,4.7664098739624,..,1.31332004070282,..,..,3.21378993988037,4.08301019668579,..,..,..,4.6345100402832,3.01613998413086,3.9408700466156,11.8682098388672,..,6.28082990646362,3.84717988967896,7.61560010910034,8.40625,..,2.04678988456726,..,3.68460988998413,3.60984992980957,..,..,4.61990976333618,..,5.45112991333008,..,5.89472007751465,5.67125988006592,..,..,..,0.816860020160675,2.69687008857727,5.51986980438232,..,..,..,..,..,3.08808994293213,..,..,2.39117002487183,..,..,3.45455002784729,5.13345003128052,6.9443302154541,3.04425001144409,4.59680986404419,..,4.71541023254395,..,5.49595022201538,4.10503005981445,5.49022006988525,5.03999996185303,2.83138990402222,..,..,..,..,..,2.57999992370605,6.46700000762939,3.07841992378235,4.63328981399536,2.58357000350952,..,..,..,1.92119002342224,4.59521007537842,..,2.04345011711121,2.90274000167847,..,4.37253999710083,4.41788005828857,..,5.94750022888184,..,..,3.18540000915527,4.69050979614258,..,8.29337024688721,..,4.69013023376465,..,..,..,..,..,4.24615001678467,3.51721000671387,4.88682985305786,..,5.91965007781982,..,3.01462006568909,..,..,..,6.53439998626709,..,2.63527011871338,..,..,..,2.73951005935669,2.62940001487732,2.48517990112305,4.86874008178711,4.92147016525269,..,..,4.14953994750977,..,3.98742008209229,..,..,6.28682994842529,..,..,4.20983982086182,..,2.55851006507874,2.9467499256134,..,3.52321004867554,5.11661005020142,8.22080039978027,..,4.4466700553894,..,4.25404977798462,2.25999999046326,4.1938099861145,..,..,5.67104005813599,..,..,6.17158985137939,4.55798006057739,4.86470985412598,3.41326999664307,4.03342008590698,3.60314989089966,..,3.51062989234924,..,..,6.46451997756958,..,..,..,..,2.33999991416931,5.90244007110596,..,4.90883016586304,..,..,..,3.62732005119324,..,..,..,..,1.24075996875763,..
"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2008,YR2008,..,..,3.63000011444092,3.27241992950439,4.43594980239868,3.50999999046326,..,4.33701992034912,..,2.87392997741699,2.69000005722046,..,4.84440994262695,3.17272996902466,4.9992299079895,4.63278007507324,5.26395988464355,2.44092988967896,2.89000010490417,2.49677991867065,2.0545699596405,4.92259979248047,..,6.33294010162354,5.77263021469116,2.77728009223938,..,4.91159009933472,..,..,..,5.26883983612061,..,..,4.2223801612854,..,5.19290018081665,5.51800012588501,..,2.49827003479004,4.62612009048462,..,1.29000997543335,..,..,3.79242992401123,3.9387800693512,4.42264986038208,..,..,4.88697004318237,3.09853005409241,4.25213003158569,14.0590801239014,..,6.72276020050049,3.7271900177002,7.47604990005493,..,..,..,..,3.76082992553711,4.45810985565186,..,..,5.48403978347778,6.61812019348145,5.40819978713989,..,4.25357007980347,5.83010005950928,..,..,..,2.18129992485046,2.9195499420166,5.75795984268188,..,..,..,..,..,3.23686003684998,1.58112001419067,..,..,..,..,3.26062989234924,4.96611022949219,7.03601980209351,2.90190005302429,3.91375994682312,..,5.45828008651733,..,5.5199499130249,4.38794994354248,6.19131994247437,3.67000007629395,2.58945989608765,..,..,..,..,..,2.76999998092651,5.91318988800049,2.27854990959167,5.36644983291626,2.01479005813599,12.3295202255249,1.70166003704071,..,2.04836988449097,4.83990001678467,..,2.1964099407196,2.55433988571167,..,3.95851993560791,4.470290184021,3.403559923172,5.50121021270752,17.5599994659424,..,3.06307005882263,4.82006978988647,..,8.23727035522461,..,..,..,5.34215021133423,..,..,6.40342998504639,..,3.8051700592041,5.02904987335205,..,5.51144981384277,..,2.72311997413635,..,..,..,6.2852201461792,..,2.74622988700867,6.23999977111816,3.50229001045227,..,..,2.8677499294281,2.58282995223999,5.04239988327026,4.69609022140503,..,4.22755002975464,4.0971999168396,4.10174989700317,3.50408005714417,5.14420986175537,..,5.5544900894165,5.13781023025513,4.02568006515503,4.44199991226196,..,2.41317009925842,2.76460003852844,..,3.52165007591248,5.10951995849609,7.65633010864258,..,4.37424993515015,..,4.52805995941162,1.98000001907349,..,4.48353004455566,..,..,1.85150003433228,..,6.34455013275146,4.73192977905273,4.59525012969971,3.45983004570007,4.18591022491455,3.50850009918213,8.67057037353516,3.2853000164032,..,..,6.27157020568848,..,..,..,..,1.96000003814697,6.15242004394531,..,4.88497018814087,..,..,5.95150995254517,..,4.88674020767212,..,..,5.15143013000488,1.0997200012207,..
