Series Name,Series Code,Country Name,Country Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,-1.26452629505674,0.882740185126309,3.39526008245936,2.51685393258376,1.44673388864554,-2.32350723624913,-4.17580555581695,1.53838597180584,0.613384158435409,3.08687917688317,-2.86329394469695,1.84730293962856,0.996800846319317,-0.0670128449498577,2.41531284181184,1.53323725859617,-0.7439779983562,-23.5081763069431,16.9846652843355,14.3689600281884
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,6.29644197869368,6.98096059429825,6.76899787107483,6.46700012199585,8.29396044759683,6.24501077496258,2.53988593585052,4.33429917283131,1.98351501159991,3.72810843046017,5.41683981012071,4.35039085252969,2.48537855758804,3.55812811897778,4.29094977756338,2.11113047304872,2.1669646688237,-4.64463735878491,2.66970871448231,4.86085827172992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,4.73956739963045,5.23953291029852,6.53594494076071,6.67190498093571,7.05859935733267,6.01378975903386,5.0451247936724,5.57178818849806,6.46437912291931,6.52145878055326,6.0136056584178,6.0610593589202,6.55263987878382,7.11347821325363,6.59024999794057,7.31941263014136,7.8819067286135,3.44802562762527,6.93867912442445,7.09982877575158
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,2.17548076923077,1.41159863545465,3.95545760352627,6.11271256415979,2.07764892490671,0.640098143663977,-5.01774449150307,-2.36516470308347,-0.687779067594548,-0.432679126746706,-1.44740681837786,-0.0872629534726741,2.47261987248125,2.53302488224136,0.456290512904502,-1.02713910017275,-0.131147253497488,-13.3110215258234,-0.189272866293138,9.99899532827648
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,7.04319255874681,11.4497431053962,9.40000152357685,9.99999481247373,8.6000065362481,10.1999994395435,0.199995310014842,7.79826682269751,5.37870744980968,1.68713553642854,1.00347084085604,1.72620995852301,-3.82966307070085,-2.52583140897062,2.53162368036521,3.14963949909348,1.44620667102681,-0.672904125264921,2.43886608142535,-4.6974497069539
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,1.03798254902905,3.5712043433582,2.32173705381926,2.55234994366351,3.67688113594973,0.446928735275904,-2.02074306169408,2.86429270764155,1.69451389861332,0.739217283058679,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.6195802783878,1.79294519302076,2.26156832127384,-5.36258592006438,6.28593139332018,3.24783720657268
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,9.33156849768366,4.63075060532687,2.19843795198149,4.58533823945655,3.27469553450609,-1.51991614255765,-0.452368281000531,1.25634856990109,-0.10559662090813,3.85835095137421,4.52926208651398,4.08958130477117,3.36763330215155,0.113122171945705,-1.69491525423729,1.10344827586206,4.50204638472033,-13.4029590948651,15.2211055276382,12.128745257098
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67155546944753,6.69725946087986,6.86568733550151,3.84879240030133,7.1554516457574,6.25324491401346
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,3.41070667687531,2.32126722323136,1.67420611410508,5.5438663804406,3.34513970877607,-1.86595582635186,-5.6266977105161,-2.50287828947368,-3.74274431740703,-5.30529910675297,-0.279708545423034,-3.70106759364258,0.775529699568978,-0.657206304259205,3.61141983706115,-0.432801300339307,0.306266735233933,-6.83795519136594,3.01381643857819,2.92711294908246
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,7.82330236149748,6.00874223613263,7.287249352187,6.99973809500906,18.3608540555453,4.79946061155896,6.74833374849808,11.9458959983757,7.98261704055791,5.11840085800534,2.11997263298215,5.77649568013724,6.64223210535566,8.1270335383894,4.65183467529606,3.05512983672538,5.75516999309463,-10.0096993291629,4.08761887839313,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,2.71133983700673,4.17329558916248,4.42143312687979,4.79700882356067,4.56438426887887,6.14849787462164,3.35699957430565,4.1267225910567,5.204092443086,5.12227558091757,6.79601142810841,5.46056950635136,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-8.7378843576993,6.10580420443311,3.07005464392225
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,3.8671387951343,6.32526616861466,3.89717798992193,5.41400357079434,5.85712634217094,5.44383103450177,-3.00445593013346,0.865669260237084,0.959511247241267,-0.821836474216894,2.3498566632458,1.15385109200403,4.31475061116335,3.24225521171914,3.24410095889466,3.82749920546897,2.88734334414875,-3.01509514759861,7.39165262555947,3.89680774245646
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,4.62589474959299,2.70582170611173,4.55664565323181,8.36387109282306,5.79255577727118,3.25207295796832,-14.1442346163423,10.1222091179732,6.83852974803483,-0.170900761456892,11.1028237779771,5.69696453982205,-4.85099181652298,7.20181902928654,4.11305118180456,4.18984694613498,3.03255655553514,-8.7294514980577,11.8703583147,5.78234922056089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,1.14082899824888,5.75996463670954,3.20213206130431,3.96198871122617,6.06987060678338,5.09419544658736,-0.125812002161169,7.52822581815364,3.97442307944702,1.92117598576537,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.98884970066018,2.90053061522693
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,2.90395547653115,0.504318252687327,0.38750720823208,4.39771967752176,0.154581811742773,-1.93971463784671,-1.76453554132601,2.59896574643226,3.74531835205994,0.912841670964411,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910986506845,1.1335733495246,-1.5907624796029,-1.62833154022366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,5.23715427768168,6.51042637870198,7.05634752647417,6.80258938160358,6.59138083729613,6.11601796399745,-3.2718542794976,1.54180144307578,2.10120575009232,0.754930385981893,-0.56049396557782,0.96686903234496,3.42805491352132,3.03982527630795,2.76217095961262,2.68476058693781,4.03814220572653,-3.95861459810695,7.63460971569079,3.36125275175223
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,7.80249388870359,4.47845213670386,8.66187322841225,6.25316468817478,4.11137901761516,5.79999174105387,2.96195085866692,8.44628157707625,6.62256261306693,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.68811514943657,1.93032488957256,6.90634167337785,1.47930064027761
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.45194856381943,4.86171636712641,3.81274536633418,5.12415999439806,4.03259998844415,4.44670633111495,4.92418989834684,4.24065021402657,-3.9000000804855,-0.600000909116389,0.500001262429279,1.60993542127714,1.81256532401552,0.327156892638385,3.09999999870627,1.84899999899326
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,4.17625930175214,10.1970726091436,6.91245798811819,7.98375044704527,15.1706879685399,7.03901129565128,-1.50358672385678,1.83641914989978,3.92471821338283,1.08364848376166,0.632136727385131,0.696666840118581,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,7.63608168918957,-19.3028227528612,6.81117643169414,17.7141811686959
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,8.50589555707634,10.340528776847,13.2500869136436,10.7710836701771,10.2125739126309,6.69157747471078,0.0866969592706113,5.96307857538696,7.0695699458918,7.31334550530008,7.35666514887971,7.14257110074297,6.96579781444953,6.9333139730861,6.99690369934196,7.469169206999,7.05410693233065,-3.0960067306119,3.02638936277746,5.16245999997302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,5.45315369080524,7.04886282296138,2.22827020600621,3.80958327257856,4.32758901288912,2.84767788923097,2.57925177530984,2.89902472402312,3.3792112877077,4.62597871941652,4.99552915947218,5.71981814402645,5.66695299105416,4.53579423569734,3.54117654926007,3.9555142403664,3.47505997865608,0.259932915911776,3.64991688648905,3.54097786320744
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,1.80151813598957,3.08698080915133,3.20420042827129,2.63430381378384,2.0718250311097,1.00428919859834,-2.92595564732009,3.08991946152595,3.14610049123631,1.76096158776859,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405,3.03988022528195,2.77704055379553,1.88822358535141,-5.07435756759732,5.01180087532744,3.39620227946682
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,..,..,3.16262533840754,-0.357401372925935,-7.20048278238133,-2.71563682344265,1.16906269526342,1.22975368307725,1.2793305928175,2.65452932151371,2.83312242670048,3.23997361448569,3.18404730726789,4.26726567162505,3.91563637725301,-5.10813540742788,4.02866428913582,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-5.39748521855877,5.99488422798696,0.908210514871953,4.77108543044105,4.60753485452025,2.05413096200485,8.58726042640994,4.63081843223307,4.19461533741989,5.05376125356918,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.900000006878756,0
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,14.7216670121033,33.6293718524659,17.3325337350837,0.648262014094513,3.27149957888643,3.05269153196828,4.21769555189633,13.5501008595489,0.0828697984381961,8.88257607170316,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281,-2.98869598553931,2.37403780037786,3.24718191743429,-1.60000673705524,-1.1999905246095,2.23597967466216
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.96610998960054,1.05229056178156,1.32511666013609,-7.96507880705455,8.64676971657032,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,4.72324526861041,6.67425416822923,5.83704571917758,6.04999082563968,5.16823098528431,3.78939280635238,-1.11803723642878,5.85165102224047,6.22389678509138,6.15534001855494,3.30850824710085,1.79264947139259,2.15194249981184,1.75303874901438,1.35769537349597,3.99002947784489,0.743130031302485,-6.14524685679062,11.7374310651402,2.44040339833805
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,10.038030481108,10.1136213780461,11.3945918097286,12.7209556651735,14.2308609330803,9.65067891955702,9.39872563237978,10.6358710646812,9.55083217886229,7.86373644866194,7.766150097539,7.42576365645755,7.04132887865481,6.84876220503246,6.94720079327288,6.74977383247717,5.95050075376979,2.23863835629443,8.44747829343031,2.9908045977096
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,3.91827190359832,5.33302206745236,4.82876110795085,6.71686869844402,6.73819469090975,3.28344618616541,1.13964864548062,4.49465897070922,6.94789198173555,3.91263576716115,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.25229907492306,11.0161932669779,7.49577578140568
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,2.1038716355305,1.91965980712278,2.83754786988332,2.6469554759412,0.800042348955387,3.96461118871815,3.24074072826829,3.77776674982255,4.1435066947591,3.16840986908748,4.4662473147818,2.10665758942474,1.14735076108914,3.32044656240026,3.81576287682401,3.6424511379732,1.76078023923176,-0.195556827149787,2.11219557695527,2.38767848524202
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,5.57782231144424,6.73837393324294,6.13515115548972,5.32097956548998,6.25947776437397,6.22589426869193,2.85506401011484,7.10797657581392,6.8746708900163,7.08689894671942,8.48195663608755,9.47028809714084,6.91616712035345,2.39939891413687,3.72694765333267,5.82112109989339,4.38452888103882,1.7354227636007,6.20015401075946,8.92444785079518
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,0.813264076303781,3.47663162118089,7.75575897806648,7.98623836334291,-6.61399480441001,6.30637595585259,11.6372888615758,9.93126543095578,2.20591936286718,9.94715314257564,-0.712434451876447,6.71667933378647,-3.55058176545468,-10.7832382689225,-4.38253094629233,-4.80535155756866,-0.0868859578877448,-6.23931963197583,-2.20000260638274,1.54795289692822
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,4.31717986611369,4.42459959724218,3.97666636792908,7.32669543218398,8.21513198350125,4.73817487796701,-0.873455942799893,5.36034347985841,4.40315923970431,4.88259241025739,2.49476611209954,3.54210987765977,3.65208096802883,4.20432325175899,4.1576989627609,2.6159044043379,2.41751181762513,-4.27335432161462,7.78079756393568,4.30501579784834
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-4.72586658580518,3.18503822886049,0.99606556186427,2.8155785960885,1.1014297644742,4.78266598108668,3.60332156609111,6.84804940059942,-5.37044724136562,7.62041176292934,10.7602131317082,9.37199994201148,7.19494942813037,7.17275963956332,7.41076242592504,4.84314605889178,6.51828673526198,1.73762042928969,6.99999999501503,6.74133000220331
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,5.59535310355051,4.18265382626039,4.30869993007165,4.91805875807488,4.96091783727972,2.00186402121565,-7.1934447594569,-1.22377948197983,-0.0866137790413148,-2.33166164485883,-0.397827665127963,-0.429360585931008,2.52229227745173,3.55935948219464,3.41246782244542,2.80067619923258,3.42100553041571,-8.58034302106221,13.0722049215981,6.33133629634182
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,3.79274022304334,5.77053807021557,11.2016564219094,12.0658631129953,7.26213696647943,4.11682804164681,1.4513054307407,2.39035229650723,2.80230083647626,3.01490028898772,2.74760256257211,1.04757663187654,4.43814195922121,0.513761467889907,1.80905439941586,2.24848039303581,-0.164839982463832,-10.9483409741617,1.25409286362381,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,0.288186681651752,0.208461073109362,0.676425345201665,1.63593468987035,2.46996322836787,2.18804308019168,-0.531308242338184,0.0823066088131412,0.612607618438091,-0.0658895682151552,-0.811686560479842,-1.20136172480633,0.290948721002664,-0.873007583584723,-1.73222567495182,-2.16688147975407,-3.37179918105626,-18.4384718493945,4.23240462897157,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,2.6232861229859,5.02634392575987,4.85300383835666,4.71382866563106,5.09806845261184,3.6468119905756,-2.01526235906867,2.28354499702917,0.416712762832276,-3.44738142393619,-6.58748225683094,-1.77606191187711,3.41892318781653,6.57358020185954,5.73347613913472,5.64785820050915,5.52942854943188,-4.37247418575215,6.63892696813528,5.63214801919504
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czechia,CZE,3.58368845880418,4.81426100126959,6.60161752988951,6.76693268125427,5.57033885921025,2.68641195092762,-4.65733109171755,2.43490215904518,1.76035962445222,-0.785004299003617,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.22008806955105,3.02987866345279,-5.50296796125089,3.55272206183683,2.4609192430561
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,0.390058556485101,2.66821926741747,2.33664130821947,3.9130079783106,0.909238928302372,-0.512016744849106,-4.90654772965155,1.87099114718497,1.33677776690328,0.226499791802965,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524399,2.82173634129026,1.98953731496432,1.49348695853648,-1.99460756850381,4.85570758570233,3.81901774679091
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,7.06154324233921,7.52610891881017,7.1234323372872,5.458091517212,4.7744168883374,5.5451305999467,1.20202203296475,4.80000000000001,3
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,6.35313712169359,3.0506902946631,0.655862268923528,4.65945548635737,6.3529724394503,7.12105798575789,-1.16959064327486,0.672634400445048,-0.22355068823471,-1.05900024335187,-0.99994063117542,4.75378658076897,-2.73150306271826,2.76364798170461,-6.61899463280534,3.54758441831531,5.5024834367041,-16.6049115377829,6.89157738839417,5.93892827581244
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,-1.34570618506442,2.57013427930197,9.4282369467968,9.1743554058408,7.41595171481455,3.20950426157958,0.946155167790621,8.33965105962218,3.13342300326755,2.71736789670562,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404,12.2719902359299,4.85832403306539
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,2.72287733695474,8.21102091734038,5.29130826699402,4.40352643383186,2.1900639722454,6.35713059990832,0.566491592100093,3.52529866894027,7.86814091910996,5.641962066712,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879,2.36838652633651,1.28929193290502,0.0121051028476558,-7.78760709093422,4.23525124172572,2.94766863298817
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,3.1934547373977,4.09207161125305,4.47174447174454,6.84383819379116,7.08782742681058,7.15628356605794,4.67359979952376,5.14723485755344,1.76457194899827,2.22619979863505,2.18546605362164,2.91591187985745,4.37201907790138,4.34664345555427,4.18122099994795,5.33110861894473,5.55209307156954,3.55016483786844,3.29064601202214,6.58784560886967
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,1.56539303147618,0.889404485692197,2.70546350544818,4.34834996977251,1.85847824107827,2.13055336118322,-2.08610772297351,2.10788787321354,3.80688113429295,2.82262371802327,2.23562439198375,1.70870628357073,2.40000008852115,2.53906241135864,2.24761908134138,2.4124442237792,2.45564559911415,-7.87838378345673,11.1780203076212,2.60023991827281
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,13.9552503163825,37.9987268556423,16.7487006053541,7.70491760658767,15.2821139194857,17.7991091333811,1.34335628806095,-8.92417588851806,6.52392362989873,8.31287184445641,-4.13319850131583,0.415066301596866,-9.11004114881537,-8.81641723219757,-5.66750850486686,-6.23654406734575,-5.48182537893445,-4.2414813213166,-0.945382916517076,3.14579829390267
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,-2.65551592487554,1.45173556595506,2.57444955124846,-0.969217110711355,1.42682221120323,-9.78303001782456,3.8765015275421,2.19419034888082,8.67980010138049,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,7.60026518508707,6.80400777050136,9.52642697162088,9.76558336997708,7.57914052046765,-5.13200095768519,-14.6290550324223,2.44426511799784,7.26308458128695,3.22820049358981,1.45842863615992,3.01136658651455,1.85302004629342,3.15556481438308,5.79204467466494,3.78420084952826,3.73970668161645,-0.55100125774716,8.01346292400842,-1.28741134050431
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,-2.16135972205798,13.5726031368695,11.8187659466494,10.834727065877,11.4561670000236,10.7885216853725,8.80255319782566,12.5505383459308,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05953088643369,5.64153071739351,5.31709602984485
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,-4.30300216202099,-0.576939114349187,3.70819417120374,7.01665379949266,5.85305191414515,5.43270135720174,0.976378534447207,1.46991580449085,3.51430597113568,2.73155215546514,4.95285017712965,-2.62873139350219,5.63492414525189,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,0.999999344757299,5.29999970460935,0.700000402432437,1.85248387199486,-0.850654310045826,1.03279422025967,-1.38603770763581,2.95467242212241,2.70514302901049,1.41131438177968,4.73421948956532,5.60351440618308,4.50120041028764,2.44565179664174,5.35336455965106,3.81235122208518,-0.581946709343811,-17.0002349004837,-5.11160739321285,16.1248510230403
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,2.00378420285061,3.99209129032087,2.77985055556123,4.02740965802573,5.29933650739021,0.783995060876521,-8.0744474323113,3.18595865407703,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.1397180134305,1.22474892206223,-2.35496515679442,3.04648227197102,2.08377520852903
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,0.823160756684118,2.82975292869891,1.66321998030079,2.44932360111885,2.42473624337305,0.254945960124005,-2.87331382849631,1.94943762312663,2.19270063266654,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.78458649167871,6.81658913649873,2.5623935644647
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,2.1269288487261,0.971259129987544,0.309973476180005,0.889584117597607,1.70497563803002,0.00676755066312751,-4.23139183069446,-2.4660641898174,-2.96195745427229,-0.927537712532072,0.398801414346934,0.593554452942286,1.80334081452726,2.30219823670438,4.29263363103487,1.73709471857401,2.69042279849461,-6.99999134820864,2.39998809215925,..
